TESTACC:,CAWPE-A,PB-A
abalone,0.6593779904306223,0.6392344497607655
acute-inflammation,1.0,0.9994535519125682
acute-nephritis,1.0,0.9899999999999999
adult,0.8652430868342754,0.8706234815603416
annealing,0.9462222222222223,0.9468148148148149
arrhythmia,0.7191304347826086,0.7165217391304348
audiology-std,0.8069999999999999,0.7219999999999996
balance-scale,0.9425985090521831,0.8782747603833866
balloons,0.611111111111111,0.6185185185185187
bank,0.8981866430782838,0.8950169541500812
blood,0.7813725490196077,0.7379679144385028
breast-cancer,0.7071759259259259,0.6777777777777777
breast-cancer-wisc,0.9650476190476188,0.9584761904761904
breast-cancer-wisc-diag,0.9734502923976607,0.95953216374269
breast-cancer-wisc-prog,0.7886666666666667,0.772
breast-tissue,0.678395061728395,0.6660493827160496
car,0.9796531791907512,0.9771868978805396
cardiotocography-3clases,0.9409147869674186,0.9442042606516291
cardiotocography-10clases,0.8662914321450909,0.8691056910569107
chess-krvk,0.810300266058533,0.7287509502090459
chess-krvkp,0.9920783823222845,0.9898686679174485
congressional-voting,0.612691131498471,0.614067278287462
conn-bench-sonar-mines-rocks,0.8298412698412702,0.8092063492063496
conn-bench-vowel-deterding,0.9694949494949496,0.9266666666666666
connect-4,0.8777623178108688,0.8738042373466751
contrac,0.5444444444444445,0.5187443541102078
credit-approval,0.8665703275529866,0.8605009633911366
cylinder-bands,0.77265625,0.77734375
dermatology,0.9715579710144926,0.9655797101449274
echocardiogram,0.806060606060606,0.7873737373737376
ecoli,0.856470588235294,0.8345098039215687
energy-y1,0.9545454545454545,0.9522943722943721
energy-y2,0.9138528138528136,0.9144588744588742
fertility,0.8573333333333333,0.8286666666666668
flags,0.6197278911564627,0.623469387755102
glass,0.729663608562691,0.7342507645259939
haberman-survival,0.7251082251082251,0.6716450216450218
hayes-roth,0.788888888888889,0.7835390946502058
heart-cleveland,0.5671023965141611,0.5549019607843136
heart-hungarian,0.8267573696145126,0.8095238095238096
heart-switzerland,0.3709677419354839,0.36774193548387085
heart-va,0.3382838283828383,0.32178217821782185
hepatitis,0.8106837606837609,0.8081196581196582
hill-valley,0.6,0.5429042904290429
horse-colic,0.844021739130435,0.8324275362318843
ilpd-indian-liver,0.7071917808219179,0.6899543378995432
image-segmentation,0.9654545454545453,0.9644155844155841
ionosphere,0.9293560606060609,0.9270833333333336
iris,0.9528888888888891,0.9471111111111112
led-display,0.710515873015873,0.7018518518518516
lenses,0.7589743589743592,0.6923076923076926
letter,0.9582458945404881,0.9526065087771892
libras,0.8040740740740742,0.6753703703703702
low-res-spect,0.9042446941323348,0.880274656679151
lung-cancer,0.4980392156862745,0.49411764705882355
lymphography,0.8306666666666669,0.8093333333333335
magic,0.8788748685594112,0.8818541885734315
mammographic,0.8267498267498267,0.7966735966735966
miniboone,0.9389709839619886,0.9439212912418824
molec-biol-promoter,0.830864197530864,0.8456790123456791
molec-biol-splice,0.9444026733500415,0.9593358395989975
monks-1,0.9857314148681054,0.9781774580335729
monks-2,0.7299003322259136,0.6962347729789591
monks-3,0.9700361010830322,0.9729241877256315
mushroom,1.0,1.0
musk-1,0.8896792189679223,0.8510460251046027
musk-2,0.9892626262626264,0.9829898989898989
nursery,0.9986471193415638,0.999341563786008
oocytes_merluccius_nucleus_4d,0.8416666666666667,0.8052083333333333
oocytes_merluccius_states_2f,0.9249348958333333,0.9227864583333333
oocytes_trisopterus_nucleus_2f,0.8401896425966449,0.813347921225383
oocytes_trisopterus_states_5b,0.9313639679066376,0.9171407731582786
optical,0.9857939048974268,0.9774457488438278
ozone,0.96976622012083,0.9691883372734437
page-blocks,0.9732408083759434,0.9714755295836376
parkinsons,0.9064625850340134,0.9044217687074829
pendigits,0.9928835545856821,0.9894950597078256
pima,0.7631076388888889,0.7342013888888889
pittsburg-bridges-MATERIAL,0.8296296296296293,0.81358024691358
pittsburg-bridges-REL-L,0.660377358490566,0.659119496855346
pittsburg-bridges-SPAN,0.6717391304347824,0.6478260869565217
pittsburg-bridges-T-OR-D,0.8575163398692814,0.8568627450980396
pittsburg-bridges-TYPE,0.5530864197530864,0.5246913580246914
planning,0.6747252747252748,0.6095238095238094
plant-margin,0.8248333333333334,0.7007916666666668
plant-shape,0.6623749999999998,0.498875
plant-texture,0.8115416666666667,0.7088333333333333
post-operative,0.6185185185185185,0.58
primary-tumor,0.436926147704591,0.43413173652694614
ringnorm,0.9798108108108108,0.9766396396396396
seeds,0.9361904761904764,0.9222222222222224
semeion,0.937125,0.9123333333333334
soybean,0.9272108843537413,0.9069970845481051
spambase,0.9530783717224397,0.9506736201651454
spect,0.6817042606516291,0.6318295739348372
spectf,0.8681592039800993,0.8614427860696517
statlog-australian-credit,0.6624154589371981,0.6327536231884058
statlog-german-credit,0.7572666666666666,0.7502
statlog-heart,0.820246913580247,0.8106172839506175
statlog-image,0.9763636363636365,0.9756998556998557
statlog-landsat,0.91455938697318,0.9111421766594179
statlog-shuttle,0.9995862354320392,0.9997379491069581
statlog-vehicle,0.8032232704402517,0.7610062893081762
steel-plates,0.7727023319615912,0.7738683127572016
synthetic-control,0.9863333333333332,0.9619999999999997
teaching,0.562719298245614,0.5447368421052631
thyroid,0.9934166666666664,0.9948055555555554
tic-tac-toe,0.988448155880306,0.9883785664578985
titanic,0.7827732364517108,0.7887677868604298
trains,0.6666666666666667,0.5277777777777777
twonorm,0.9760785373322525,0.9714671710348557
vertebral-column-2clases,0.8488172043010754,0.829247311827957
vertebral-column-3clases,0.8453763440860215,0.8275268817204302
wall-following,0.9882130206424822,0.9954073531208014
waveform,0.8614154338264691,0.8487271757963483
waveform-noise,0.8608290017326404,0.8536452085832333
wine,0.9814814814814812,0.9774074074074074
wine-quality-red,0.6550561797752807,0.6369538077403245
wine-quality-white,0.645763633890929,0.6205086359309125
yeast,0.6077404921700224,0.5721700223713647
zoo,0.9429487179487178,0.942948717948718
